hb,sex,age,year,population
S08000026,Male,10-19 years,2020,1376
S08000026,Male,10-19 years,2021,1430
S08000026,Male,20-29 years,2017,1347
S08000026,Male,20-29 years,2018,1317
S08000026,Male,20-29 years,2019,1284
S08000026,Male,20-29 years,2020,1262
S08000026,Male,20-29 years,2021,1266
S08000026,Male,30-39 years,2017,1383
S08000026,Male,30-39 years,2018,1427
S08000026,Male,30-39 years,2019,1393
S08000026,Male,30-39 years,2020,1382
S08000026,Male,30-39 years,2021,1359
S08000026,Male,40-49 years,2017,1588
S08000026,Male,40-49 years,2018,1527
S08000026,Male,40-49 years,2019,1533
S08000026,Male,40-49 years,2020,1511
S08000026,Male,40-49 years,2021,1512
S08000026,Male,50-59 years,2017,1774
S08000026,Male,50-59 years,2018,1764
S08000026,Male,50-59 years,2019,1738
S08000026,Male,50-59 years,2020,1730
S08000026,Male,50-59 years,2021,1696
S08000026,Male,60-69 years,2017,1482
S08000026,Male,60-69 years,2018,1467
S08000026,Male,60-69 years,2019,1466
S08000026,Male,60-69 years,2020,1448
S08000026,Male,60-69 years,2021,1490
S08000026,Male,70-79 years,2017,1003
S08000026,Male,70-79 years,2018,1052
S08000026,Male,70-79 years,2019,1104
S08000026,Male,70-79 years,2020,1120
S08000026,Male,70-79 years,2021,1153
S08000026,Male,80-89 years,2017,369
S08000026,Male,80-89 years,2018,396
S08000026,Male,80-89 years,2019,417
S08000026,Male,80-89 years,2020,447
S08000026,Male,80-89 years,2021,443
S08000026,Male,90 years and over,2017,46
S08000026,Male,90 years and over,2018,48
S08000026,Male,90 years and over,2019,52
S08000026,Male,90 years and over,2020,54
S08000026,Male,90 years and over,2021,63
S08000026,Male,All ages,2017,11731
S08000026,Male,All ages,2018,11713
S08000026,Male,All ages,2019,11685
S08000026,Male,All ages,2020,11612
S08000026,Male,All ages,2021,11630
S08000028,All,0-9 years,2017,2628
S08000028,All,0-9 years,2018,2547
S08000028,All,0-9 years,2019,2466
S08000028,All,0-9 years,2020,2401
S08000028,All,0-9 years,2021,2324
S08000028,All,10-19 years,2017,2751
S08000028,All,10-19 years,2018,2758
S08000028,All,10-19 years,2019,2763
S08000028,All,10-19 years,2020,2762
S08000028,All,10-19 years,2021,2777
S08000028,All,20-29 years,2017,2381
S08000028,All,20-29 years,2018,2314
S08000028,All,20-29 years,2019,2234
S08000028,All,20-29 years,2020,2177
S08000028,All,20-29 years,2021,2251
S08000028,All,30-39 years,2017,2713
S08000028,All,30-39 years,2018,2717
S08000028,All,30-39 years,2019,2694
S08000028,All,30-39 years,2020,2632
S08000028,All,30-39 years,2021,2624
S08000028,All,40-49 years,2017,3634
S08000028,All,40-49 years,2018,3506
S08000028,All,40-49 years,2019,3407
S08000028,All,40-49 years,2020,3320
S08000028,All,40-49 years,2021,3229
S08000028,All,50-59 years,2017,4160
S08000028,All,50-59 years,2018,4228
S08000028,All,50-59 years,2019,4261
S08000028,All,50-59 years,2020,4246
S08000028,All,50-59 years,2021,4322
S08000028,All,60-69 years,2017,3912
S08000028,All,60-69 years,2018,3883
S08000028,All,60-69 years,2019,3904
S08000028,All,60-69 years,2020,3887
S08000028,All,60-69 years,2021,3971
S08000028,All,70-79 years,2017,2982
S08000028,All,70-79 years,2018,3041
S08000028,All,70-79 years,2019,3087
S08000028,All,70-79 years,2020,3140
S08000028,All,70-79 years,2021,3154
S08000028,All,80-89 years,2017,1472
S08000028,All,80-89 years,2018,1506
S08000028,All,80-89 years,2019,1548
S08000028,All,80-89 years,2020,1596
S08000028,All,80-89 years,2021,1636
S08000028,All,90 years and over,2017,317
S08000028,All,90 years and over,2018,330
S08000028,All,90 years and over,2019,356
S08000028,All,90 years and over,2020,339
S08000028,All,90 years and over,2021,352
S08000028,All,All ages,2017,26950
S08000028,All,All ages,2018,26830
S08000028,All,All ages,2019,26720
S08000028,All,All ages,2020,26500
S08000028,All,All ages,2021,26640
S08000028,Female,0-9 years,2017,1225
S08000028,Female,0-9 years,2018,1192
S08000028,Female,0-9 years,2019,1167
S08000028,Female,0-9 years,2020,1149
S08000028,Female,0-9 years,2021,1109
S08000028,Female,10-19 years,2017,1373
S08000028,Female,10-19 years,2018,1355
S08000028,Female,10-19 years,2019,1362
S08000028,Female,10-19 years,2020,1357
S08000028,Female,10-19 years,2021,1349
S08000028,Female,20-29 years,2017,1161
S08000028,Female,20-29 years,2018,1113
S08000028,Female,20-29 years,2019,1070
S08000028,Female,20-29 years,2020,1040
S08000028,Female,20-29 years,2021,1070
S08000028,Female,30-39 years,2017,1392
S08000028,Female,30-39 years,2018,1406
S08000028,Female,30-39 years,2019,1383
S08000028,Female,30-39 years,2020,1329
S08000028,Female,30-39 years,2021,1331
S08000028,Female,40-49 years,2017,1816
S08000028,Female,40-49 years,2018,1760
S08000028,Female,40-49 years,2019,1721
S08000028,Female,40-49 years,2020,1685
S08000028,Female,40-49 years,2021,1668
S08000028,Female,50-59 years,2017,2043
S08000028,Female,50-59 years,2018,2095
S08000028,Female,50-59 years,2019,2120
S08000028,Female,50-59 years,2020,2143
S08000028,Female,50-59 years,2021,2150
S08000028,Female,60-69 years,2017,1920
S08000028,Female,60-69 years,2018,1919
S08000028,Female,60-69 years,2019,1916
S08000028,Female,60-69 years,2020,1911
S08000028,Female,60-69 years,2021,1942
S08000028,Female,70-79 years,2017,1576
S08000028,Female,70-79 years,2018,1585
S08000028,Female,70-79 years,2019,1622
S08000028,Female,70-79 years,2020,1630
S08000028,Female,70-79 years,2021,1628
S08000028,Female,80-89 years,2017,902
S08000028,Female,80-89 years,2018,927
S08000028,Female,80-89 years,2019,929
S08000028,Female,80-89 years,2020,962
S08000028,Female,80-89 years,2021,985
S08000028,Female,90 years and over,2017,232
S08000028,Female,90 years and over,2018,231
S08000028,Female,90 years and over,2019,234
S08000028,Female,90 years and over,2020,223
S08000028,Female,90 years and over,2021,219
S08000028,Female,All ages,2017,13640
S08000028,Female,All ages,2018,13583
S08000028,Female,All ages,2019,13524
S08000028,Female,All ages,2020,13429
S08000028,Female,All ages,2021,13451
S08000028,Male,0-9 years,2017,1403
S08000028,Male,0-9 years,2018,1355
S08000028,Male,0-9 years,2019,1299
S08000028,Male,0-9 years,2020,1252
S08000028,Male,0-9 years,2021,1215
S08000028,Male,10-19 years,2017,1378
S08000028,Male,10-19 years,2018,1403
S08000028,Male,10-19 years,2019,1401
S08000028,Male,10-19 years,2020,1405
S08000028,Male,10-19 years,2021,1428
S08000028,Male,20-29 years,2017,1220
S08000028,Male,20-29 years,2018,1201
S08000028,Male,20-29 years,2019,1164
S08000028,Male,20-29 years,2020,1137
S08000028,Male,20-29 years,2021,1181
S08000028,Male,30-39 years,2017,1321
S08000028,Male,30-39 years,2018,1311
S08000028,Male,30-39 years,2019,1311
S08000028,Male,30-39 years,2020,1303
S08000028,Male,30-39 years,2021,1293
S08000028,Male,40-49 years,2017,1818
S08000028,Male,40-49 years,2018,1746
S08000028,Male,40-49 years,2019,1686
S08000028,Male,40-49 years,2020,1635
S08000028,Male,40-49 years,2021,1561
S08000028,Male,50-59 years,2017,2117
S08000028,Male,50-59 years,2018,2133
S08000028,Male,50-59 years,2019,2141
S08000028,Male,50-59 years,2020,2103
S08000028,Male,50-59 years,2021,2172
S08000028,Male,60-69 years,2017,1992
S08000028,Male,60-69 years,2018,1964
S08000028,Male,60-69 years,2019,1988
S08000028,Male,60-69 years,2020,1976
S08000028,Male,60-69 years,2021,2029
S08000028,Male,70-79 years,2017,1406
S08000028,Male,70-79 years,2018,1456
S08000028,Male,70-79 years,2019,1465
S08000028,Male,70-79 years,2020,1510
S08000028,Male,70-79 years,2021,1526
S08000028,Male,80-89 years,2017,570
S08000028,Male,80-89 years,2018,579
S08000028,Male,80-89 years,2019,619
S08000028,Male,80-89 years,2020,634
S08000028,Male,80-89 years,2021,651
S08000028,Male,90 years and over,2017,85
S08000028,Male,90 years and over,2018,99
S08000028,Male,90 years and over,2019,122
S08000028,Male,90 years and over,2020,116
S08000028,Male,90 years and over,2021,133
S08000028,Male,All ages,2017,13310
S08000028,Male,All ages,2018,13247
S08000028,Male,All ages,2019,13196
S08000028,Male,All ages,2020,13071
S08000028,Male,All ages,2021,13189
S08000029,All,0-9 years,2017,40859
S08000029,All,0-9 years,2018,40328
S08000029,All,0-9 years,2019,39717
S08000029,All,0-9 years,2020,38861
S08000029,All,0-9 years,2021,37840
S08000029,All,10-19 years,2017,40359
S08000029,All,10-19 years,2018,40653
S08000029,All,10-19 years,2019,41162
S08000029,All,10-19 years,2020,41842
S08000029,All,10-19 years,2021,42360
S08000029,All,20-29 years,2017,46472
S08000029,All,20-29 years,2018,46126
S08000029,All,20-29 years,2019,46171
S08000029,All,20-29 years,2020,45599
S08000029,All,20-29 years,2021,44778
S08000029,All,30-39 years,2017,42741
S08000029,All,30-39 years,2018,43213
S08000029,All,30-39 years,2019,43533
S08000029,All,30-39 years,2020,43782
S08000029,All,30-39 years,2021,44340
S08000029,All,40-49 years,2017,48769
S08000029,All,40-49 years,2018,47268
S08000029,All,40-49 years,2019,46316
S08000029,All,40-49 years,2020,45699
S08000029,All,40-49 years,2021,45178
S08000029,All,50-59 years,2017,54442
S08000029,All,50-59 years,2018,54947
S08000029,All,50-59 years,2019,55279
S08000029,All,50-59 years,2020,55055
S08000029,All,50-59 years,2021,55247
S08000029,All,60-69 years,2017,45785
S08000029,All,60-69 years,2018,45748
S08000029,All,60-69 years,2019,46119
S08000029,All,60-69 years,2020,46875
S08000029,All,60-69 years,2021,47472
S08000029,All,70-79 years,2017,33546
S08000029,All,70-79 years,2018,34918
S08000029,All,70-79 years,2019,36047
S08000029,All,70-79 years,2020,36885
S08000029,All,70-79 years,2021,37838
S08000029,All,80-89 years,2017,15368
S08000029,All,80-89 years,2018,15676
S08000029,All,80-89 years,2019,16012
S08000029,All,80-89 years,2020,16287
S08000029,All,80-89 years,2021,16415
S08000029,All,90 years and over,2017,3069
S08000029,All,90 years and over,2018,3033
S08000029,All,90 years and over,2019,3194
S08000029,All,90 years and over,2020,3245
S08000029,All,90 years and over,2021,3262
S08000029,All,All ages,2017,371410
S08000029,All,All ages,2018,371910
S08000029,All,All ages,2019,373550
S08000029,All,All ages,2020,374130
S08000029,All,All ages,2021,374730
S08000029,Female,0-9 years,2017,19864
S08000029,Female,0-9 years,2018,19585
S08000029,Female,0-9 years,2019,19266
S08000029,Female,0-9 years,2020,18836
S08000029,Female,0-9 years,2021,18366
S08000029,Female,10-19 years,2017,19672
S08000029,Female,10-19 years,2018,19754
S08000029,Female,10-19 years,2019,20130
S08000029,Female,10-19 years,2020,20463
S08000029,Female,10-19 years,2021,20741
S08000029,Female,20-29 years,2017,23674
S08000029,Female,20-29 years,2018,23360
S08000029,Female,20-29 years,2019,23146
S08000029,Female,20-29 years,2020,22724
S08000029,Female,20-29 years,2021,22161
S08000029,Female,30-39 years,2017,22186
S08000029,Female,30-39 years,2018,22525
S08000029,Female,30-39 years,2019,22744
S08000029,Female,30-39 years,2020,22840
S08000029,Female,30-39 years,2021,23152
S08000029,Female,40-49 years,2017,24998
S08000029,Female,40-49 years,2018,24254
S08000029,Female,40-49 years,2019,23854
S08000029,Female,40-49 years,2020,23557
S08000029,Female,40-49 years,2021,23235
S08000029,Female,50-59 years,2017,27941
S08000029,Female,50-59 years,2018,28259
S08000029,Female,50-59 years,2019,28406
S08000029,Female,50-59 years,2020,28422
S08000029,Female,50-59 years,2021,28665
S08000029,Female,60-69 years,2017,23728
S08000029,Female,60-69 years,2018,23673
S08000029,Female,60-69 years,2019,23910
S08000029,Female,60-69 years,2020,24240
S08000029,Female,60-69 years,2021,24507
S08000029,Female,70-79 years,2017,17802
S08000029,Female,70-79 years,2018,18525
S08000029,Female,70-79 years,2019,19130
S08000029,Female,70-79 years,2020,19574
S08000029,Female,70-79 years,2021,20078
S08000029,Female,80-89 years,2017,9111
S08000029,Female,80-89 years,2018,9263
S08000029,Female,80-89 years,2019,9381
S08000029,Female,80-89 years,2020,9513
S08000029,Female,80-89 years,2021,9546
S08000029,Female,90 years and over,2017,2122
S08000029,Female,90 years and over,2018,2092
S08000029,Female,90 years and over,2019,2169
S08000029,Female,90 years and over,2020,2212
S08000029,Female,90 years and over,2021,2207
S08000029,Female,All ages,2017,191098
S08000029,Female,All ages,2018,191290
S08000029,Female,All ages,2019,192136
S08000029,Female,All ages,2020,192381
S08000029,Female,All ages,2021,192658
S08000029,Male,0-9 years,2017,20995
S08000029,Male,0-9 years,2018,20743
S08000029,Male,0-9 years,2019,20451
S08000029,Male,0-9 years,2020,20025
S08000029,Male,0-9 years,2021,19474
S08000029,Male,10-19 years,2017,20687
S08000029,Male,10-19 years,2018,20899
S08000029,Male,10-19 years,2019,21032
S08000029,Male,10-19 years,2020,21379
S08000029,Male,10-19 years,2021,21619
S08000029,Male,20-29 years,2017,22798
S08000029,Male,20-29 years,2018,22766
S08000029,Male,20-29 years,2019,23025
S08000029,Male,20-29 years,2020,22875
S08000029,Male,20-29 years,2021,22617
S08000029,Male,30-39 years,2017,20555
S08000029,Male,30-39 years,2018,20688
S08000029,Male,30-39 years,2019,20789
S08000029,Male,30-39 years,2020,20942
S08000029,Male,30-39 years,2021,21188
S08000029,Male,40-49 years,2017,23771
S08000029,Male,40-49 years,2018,23014
S08000029,Male,40-49 years,2019,22462
S08000029,Male,40-49 years,2020,22142
S08000029,Male,40-49 years,2021,21943
S08000029,Male,50-59 years,2017,26501
S08000029,Male,50-59 years,2018,26688
S08000029,Male,50-59 years,2019,26873
S08000029,Male,50-59 years,2020,26633
S08000029,Male,50-59 years,2021,26582
S08000029,Male,60-69 years,2017,22057
S08000029,Male,60-69 years,2018,22075
S08000029,Male,60-69 years,2019,22209
S08000029,Male,60-69 years,2020,22635
S08000029,Male,60-69 years,2021,22965
S08000029,Male,70-79 years,2017,15744
S08000029,Male,70-79 years,2018,16393
S08000029,Male,70-79 years,2019,16917
S08000029,Male,70-79 years,2020,17311
S08000029,Male,70-79 years,2021,17760
S08000029,Male,80-89 years,2017,6257
S08000029,Male,80-89 years,2018,6413
S08000029,Male,80-89 years,2019,6631
S08000029,Male,80-89 years,2020,6774
S08000029,Male,80-89 years,2021,6869
S08000029,Male,90 years and over,2017,947
S08000029,Male,90 years and over,2018,941
S08000029,Male,90 years and over,2019,1025
S08000029,Male,90 years and over,2020,1033
S08000029,Male,90 years and over,2021,1055
S08000029,Male,All ages,2017,180312
S08000029,Male,All ages,2018,180620
S08000029,Male,All ages,2019,181414
S08000029,Male,All ages,2020,181749
S08000029,Male,All ages,2021,182072
S08000030,All,0-9 years,2017,42667
S08000030,All,0-9 years,2018,42118
S08000030,All,0-9 years,2019,41536
S08000030,All,0-9 years,2020,40905
S08000030,All,0-9 years,2021,40037
S08000030,All,10-19 years,2017,43953
S08000030,All,10-19 years,2018,43947
S08000030,All,10-19 years,2019,44309
S08000030,All,10-19 years,2020,44048
S08000030,All,10-19 years,2021,44190
S08000030,All,20-29 years,2017,56468
S08000030,All,20-29 years,2018,55825
S08000030,All,20-29 years,2019,55535
S08000030,All,20-29 years,2020,54675
S08000030,All,20-29 years,2021,53152
S08000030,All,30-39 years,2017,49449
S08000030,All,30-39 years,2018,50551
S08000030,All,30-39 years,2019,51420
S08000030,All,30-39 years,2020,52125
S08000030,All,30-39 years,2021,53510
S08000030,All,40-49 years,2017,50277
S08000030,All,40-49 years,2018,48802
S08000030,All,40-49 years,2019,47809
S08000030,All,40-49 years,2020,47093
S08000030,All,40-49 years,2021,47039
S08000030,All,50-59 years,2017,59993
S08000030,All,50-59 years,2018,60118
S08000030,All,50-59 years,2019,60168
S08000030,All,50-59 years,2020,59656
S08000030,All,50-59 years,2021,59585
S08000030,All,60-69 years,2017,51153
S08000030,All,60-69 years,2018,51008
S08000030,All,60-69 years,2019,51473
S08000030,All,60-69 years,2020,51925
S08000030,All,60-69 years,2021,52988
S08000030,All,70-79 years,2017,38194
S08000030,All,70-79 years,2018,39465
S08000030,All,70-79 years,2019,40481
S08000030,All,70-79 years,2020,41214
S08000030,All,70-79 years,2021,42085
S08000030,All,80-89 years,2017,19794
S08000030,All,80-89 years,2018,20082
S08000030,All,80-89 years,2019,20409
S08000030,All,80-89 years,2020,20538
S08000030,All,80-89 years,2021,20504
S08000030,All,90 years and over,2017,4142
S08000030,All,90 years and over,2018,4164
S08000030,All,90 years and over,2019,4330
S08000030,All,90 years and over,2020,4371
S08000030,All,90 years and over,2021,4560
S08000030,All,All ages,2017,416090
S08000030,All,All ages,2018,416080
S08000030,All,All ages,2019,417470
S08000030,All,All ages,2020,416550
S08000030,All,All ages,2021,417650
S08000030,Female,0-9 years,2017,20740
S08000030,Female,0-9 years,2018,20457
S08000030,Female,0-9 years,2019,20135
S08000030,Female,0-9 years,2020,19768
S08000030,Female,0-9 years,2021,19388
S08000030,Female,10-19 years,2017,21484
S08000030,Female,10-19 years,2018,21603
S08000030,Female,10-19 years,2019,21720
S08000030,Female,10-19 years,2020,21685
S08000030,Female,10-19 years,2021,21743
S08000030,Female,20-29 years,2017,27852
S08000030,Female,20-29 years,2018,27335
S08000030,Female,20-29 years,2019,27139
S08000030,Female,20-29 years,2020,26753
S08000030,Female,20-29 years,2021,26160
S08000030,Female,30-39 years,2017,25154
S08000030,Female,30-39 years,2018,25685
S08000030,Female,30-39 years,2019,26126
S08000030,Female,30-39 years,2020,26390
S08000030,Female,30-39 years,2021,26969
S08000030,Female,40-49 years,2017,26041
S08000030,Female,40-49 years,2018,25303
S08000030,Female,40-49 years,2019,24749
S08000030,Female,40-49 years,2020,24411
S08000030,Female,40-49 years,2021,24390
S08000030,Female,50-59 years,2017,30768
S08000030,Female,50-59 years,2018,30947
S08000030,Female,50-59 years,2019,31022
S08000030,Female,50-59 years,2020,30777
S08000030,Female,50-59 years,2021,30711
S08000030,Female,60-69 years,2017,26294
S08000030,Female,60-69 years,2018,26216
S08000030,Female,60-69 years,2019,26446
S08000030,Female,60-69 years,2020,26719
S08000030,Female,60-69 years,2021,27368
S08000030,Female,70-79 years,2017,20517
S08000030,Female,70-79 years,2018,21067
S08000030,Female,70-79 years,2019,21568
S08000030,Female,70-79 years,2020,22005
S08000030,Female,70-79 years,2021,22447
S08000030,Female,80-89 years,2017,11729
S08000030,Female,80-89 years,2018,11857
S08000030,Female,80-89 years,2019,11951
S08000030,Female,80-89 years,2020,11933
S08000030,Female,80-89 years,2021,11913
S08000030,Female,90 years and over,2017,2944
S08000030,Female,90 years and over,2018,2924
S08000030,Female,90 years and over,2019,3033
S08000030,Female,90 years and over,2020,3014
S08000030,Female,90 years and over,2021,3091
S08000030,Female,All ages,2017,213523
S08000030,Female,All ages,2018,213394
S08000030,Female,All ages,2019,213889
S08000030,Female,All ages,2020,213455
S08000030,Female,All ages,2021,214180
S08000030,Male,0-9 years,2017,21927
S08000030,Male,0-9 years,2018,21661
S08000030,Male,0-9 years,2019,21401
S08000030,Male,0-9 years,2020,21137
S08000030,Male,0-9 years,2021,20649
S08000030,Male,10-19 years,2017,22469
S08000030,Male,10-19 years,2018,22344
S08000030,Male,10-19 years,2019,22589
S08000030,Male,10-19 years,2020,22363
S08000030,Male,10-19 years,2021,22447
S08000030,Male,20-29 years,2017,28616
S08000030,Male,20-29 years,2018,28490
S08000030,Male,20-29 years,2019,28396
S08000030,Male,20-29 years,2020,27922
S08000030,Male,20-29 years,2021,26992
S08000030,Male,30-39 years,2017,24295
S08000030,Male,30-39 years,2018,24866
S08000030,Male,30-39 years,2019,25294
S08000030,Male,30-39 years,2020,25735
S08000030,Male,30-39 years,2021,26541
S08000030,Male,40-49 years,2017,24236
S08000030,Male,40-49 years,2018,23499
S08000030,Male,40-49 years,2019,23060
S08000030,Male,40-49 years,2020,22682
S08000030,Male,40-49 years,2021,22649
S08000030,Male,50-59 years,2017,29225
S08000030,Male,50-59 years,2018,29171
S08000030,Male,50-59 years,2019,29146
S08000030,Male,50-59 years,2020,28879
S08000030,Male,50-59 years,2021,28874
S08000030,Male,60-69 years,2017,24859
S08000030,Male,60-69 years,2018,24792
S08000030,Male,60-69 years,2019,25027
S08000030,Male,60-69 years,2020,25206
S08000030,Male,60-69 years,2021,25620
S08000030,Male,70-79 years,2017,17677
S08000030,Male,70-79 years,2018,18398
S08000030,Male,70-79 years,2019,18913
S08000030,Male,70-79 years,2020,19209
S08000030,Male,70-79 years,2021,19638
S08000030,Male,80-89 years,2017,8065
S08000030,Male,80-89 years,2018,8225
S08000030,Male,80-89 years,2019,8458
S08000030,Male,80-89 years,2020,8605
S08000030,Male,80-89 years,2021,8591
S08000030,Male,90 years and over,2017,1198
S08000030,Male,90 years and over,2018,1240
S08000030,Male,90 years and over,2019,1297
S08000030,Male,90 years and over,2020,1357
S08000030,Male,90 years and over,2021,1469
S08000030,Male,All ages,2017,202567
S08000030,Male,All ages,2018,202686
S08000030,Male,All ages,2019,203581
S08000030,Male,All ages,2020,203095
S08000030,Male,All ages,2021,203470
S08000031,All,0-9 years,2017,126945
S08000031,All,0-9 years,2018,126373
S08000031,All,0-9 years,2019,125773
S08000031,All,0-9 years,2020,124304
S08000031,All,0-9 years,2021,121050
S08000031,All,10-19 years,2017,120324
S08000031,All,10-19 years,2018,120628
S08000031,All,10-19 years,2019,121249
S08000031,All,10-19 years,2020,121970
S08000031,All,10-19 years,2021,123417
S08000031,All,20-29 years,2017,186207
S08000031,All,20-29 years,2018,186217
S08000031,All,20-29 years,2019,186403
S08000031,All,20-29 years,2020,183593
S08000031,All,20-29 years,2021,179289
S08000031,All,30-39 years,2017,163801
S08000031,All,30-39 years,2018,169305
S08000031,All,30-39 years,2019,174333
S08000031,All,30-39 years,2020,178574
S08000031,All,30-39 years,2021,182751
S08000031,All,40-49 years,2017,148585
S08000031,All,40-49 years,2018,144923
S08000031,All,40-49 years,2019,142913
S08000031,All,40-49 years,2020,142258
S08000031,All,40-49 years,2021,142021
S08000031,All,50-59 years,2017,165501
S08000031,All,50-59 years,2018,166170
S08000031,All,50-59 years,2019,166019
S08000031,All,50-59 years,2020,165206
S08000031,All,50-59 years,2021,163122
S08000031,All,60-69 years,2017,122494
S08000031,All,60-69 years,2018,124049
S08000031,All,60-69 years,2019,126737
S08000031,All,60-69 years,2020,129206
S08000031,All,60-69 years,2021,132094
S08000031,All,70-79 years,2017,83237
S08000031,All,70-79 years,2018,84914
S08000031,All,70-79 years,2019,86274
S08000031,All,70-79 years,2020,87304
S08000031,All,70-79 years,2021,88570
S08000031,All,80-89 years,2017,43639
S08000031,All,80-89 years,2018,43975
S08000031,All,80-89 years,2019,44660
S08000031,All,80-89 years,2020,44076
S08000031,All,80-89 years,2021,43625
S08000031,All,90 years and over,2017,8377
S08000031,All,90 years and over,2018,8426
S08000031,All,90 years and over,2019,8759
S08000031,All,90 years and over,2020,8749
S08000031,All,90 years and over,2021,9101
S08000031,All,All ages,2017,1169110
S08000031,All,All ages,2018,1174980
S08000031,All,All ages,2019,1183120
S08000031,All,All ages,2020,1185240
S08000031,All,All ages,2021,1185040
S08000031,Female,0-9 years,2017,61993
S08000031,Female,0-9 years,2018,61658
S08000031,Female,0-9 years,2019,61392
S08000031,Female,0-9 years,2020,60612
S08000031,Female,0-9 years,2021,58886
S08000031,Female,10-19 years,2017,58832
S08000031,Female,10-19 years,2018,59114
S08000031,Female,10-19 years,2019,59171
S08000031,Female,10-19 years,2020,59620
S08000031,Female,10-19 years,2021,60307
S08000031,Female,20-29 years,2017,93253
S08000031,Female,20-29 years,2018,92800
S08000031,Female,20-29 years,2019,92653
S08000031,Female,20-29 years,2020,91002
S08000031,Female,20-29 years,2021,88559
S08000031,Female,30-39 years,2017,81820
S08000031,Female,30-39 years,2018,84282
S08000031,Female,30-39 years,2019,86511
S08000031,Female,30-39 years,2020,88114
S08000031,Female,30-39 years,2021,89826
S08000031,Female,40-49 years,2017,77265
S08000031,Female,40-49 years,2018,75117
S08000031,Female,40-49 years,2019,73707
S08000031,Female,40-49 years,2020,73182
S08000031,Female,40-49 years,2021,72721
S08000031,Female,50-59 years,2017,86509
S08000031,Female,50-59 years,2018,87054
S08000031,Female,50-59 years,2019,87202
S08000031,Female,50-59 years,2020,87040
S08000031,Female,50-59 years,2021,86253
S08000031,Female,60-69 years,2017,63785
S08000031,Female,60-69 years,2018,64729
S08000031,Female,60-69 years,2019,66217
S08000031,Female,60-69 years,2020,67662
S08000031,Female,60-69 years,2021,69477
S08000031,Female,70-79 years,2017,46111
S08000031,Female,70-79 years,2018,46864
S08000031,Female,70-79 years,2019,47421
S08000031,Female,70-79 years,2020,47786
S08000031,Female,70-79 years,2021,48291
S08000031,Female,80-89 years,2017,27491
S08000031,Female,80-89 years,2018,27575
S08000031,Female,80-89 years,2019,27919
S08000031,Female,80-89 years,2020,27512
S08000031,Female,80-89 years,2021,27130
S08000031,Female,90 years and over,2017,6024
S08000031,Female,90 years and over,2018,6030
S08000031,Female,90 years and over,2019,6233
S08000031,Female,90 years and over,2020,6190
S08000031,Female,90 years and over,2021,6428
S08000031,Female,All ages,2017,603083
S08000031,Female,All ages,2018,605223
S08000031,Female,All ages,2019,608426
S08000031,Female,All ages,2020,608720
S08000031,Female,All ages,2021,607878
S08000031,Male,0-9 years,2017,64952
S08000031,Male,0-9 years,2018,64715
S08000031,Male,0-9 years,2019,64381
S08000031,Male,0-9 years,2020,63692
S08000031,Male,0-9 years,2021,62164
S08000031,Male,10-19 years,2017,61492
S08000031,Male,10-19 years,2018,61514
S08000031,Male,10-19 years,2019,62078
S08000031,Male,10-19 years,2020,62350
S08000031,Male,10-19 years,2021,63110
S08000031,Male,20-29 years,2017,92954
S08000031,Male,20-29 years,2018,93417
S08000031,Male,20-29 years,2019,93750
S08000031,Male,20-29 years,2020,92591
S08000031,Male,20-29 years,2021,90730
S08000031,Male,30-39 years,2017,81981
S08000031,Male,30-39 years,2018,85023
S08000031,Male,30-39 years,2019,87822
S08000031,Male,30-39 years,2020,90460
S08000031,Male,30-39 years,2021,92925
S08000031,Male,40-49 years,2017,71320
S08000031,Male,40-49 years,2018,69806
S08000031,Male,40-49 years,2019,69206
S08000031,Male,40-49 years,2020,69076
S08000031,Male,40-49 years,2021,69300
S08000031,Male,50-59 years,2017,78992
S08000031,Male,50-59 years,2018,79116
S08000031,Male,50-59 years,2019,78817
S08000031,Male,50-59 years,2020,78166
S08000031,Male,50-59 years,2021,76869
S08000031,Male,60-69 years,2017,58709
S08000031,Male,60-69 years,2018,59320
S08000031,Male,60-69 years,2019,60520
S08000031,Male,60-69 years,2020,61544
S08000031,Male,60-69 years,2021,62617
S08000031,Male,70-79 years,2017,37126
S08000031,Male,70-79 years,2018,38050
S08000031,Male,70-79 years,2019,38853
S08000031,Male,70-79 years,2020,39518
S08000031,Male,70-79 years,2021,40279
S08000031,Male,80-89 years,2017,16148
S08000031,Male,80-89 years,2018,16400
S08000031,Male,80-89 years,2019,16741
S08000031,Male,80-89 years,2020,16564
S08000031,Male,80-89 years,2021,16495
S08000031,Male,90 years and over,2017,2353
S08000031,Male,90 years and over,2018,2396
S08000031,Male,90 years and over,2019,2526
S08000031,Male,90 years and over,2020,2559
S08000031,Male,90 years and over,2021,2673
S08000031,Male,All ages,2017,566027
S08000031,Male,All ages,2018,569757
S08000031,Male,All ages,2019,574694
S08000031,Male,All ages,2020,576520
S08000031,Male,All ages,2021,577162
S08000032,All,0-9 years,2017,74057
S08000032,All,0-9 years,2018,73275
S08000032,All,0-9 years,2019,72591
S08000032,All,0-9 years,2020,71745
S08000032,All,0-9 years,2021,70646
S08000032,All,10-19 years,2017,73955
S08000032,All,10-19 years,2018,74234
S08000032,All,10-19 years,2019,74460
S08000032,All,10-19 years,2020,74653
S08000032,All,10-19 years,2021,75530
S08000032,All,20-29 years,2017,78217
S08000032,All,20-29 years,2018,77663
