_id,WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
45801,20200621,S08000024,"",All ages,d,Male,"",Planned,"",157,292,-46.2
45802,20200621,S08000026,"",All ages,d,All,d,Planned,"",8,3.5,128.6
45803,20200621,S08000028,"",75 - 84,"",All,d,Planned,"",5,2.5,100
45804,20200621,S08000028,"",All ages,d,All,d,Planned,"",15,17,-11.8
45805,20200621,S08000028,"",All ages,d,Female,"",Planned,"",9,12,-25
45806,20200621,S08000028,"",All ages,d,Male,"",Planned,"",6,5,20
45807,20200621,S08000029,"",45 - 64,"",All,d,Planned,"",18,40,-55
45808,20200621,S08000029,"",65 - 74,"",All,d,Planned,"",12,27,-55.6
45809,20200621,S08000029,"",75 - 84,"",All,d,Planned,"",11,22,-50
45810,20200621,S08000029,"",All ages,d,All,d,Planned,"",49,123.5,-60.3
45811,20200621,S08000029,"",All ages,d,Female,"",Planned,"",27,64,-57.8
45812,20200621,S08000029,"",All ages,d,Male,"",Planned,"",22,56.5,-61.1
45813,20200621,S08000030,"",5 - 14,"",All,d,Planned,"",5,17,-70.6
45814,20200621,S08000030,"",15 - 44,"",All,d,Planned,"",21,58,-63.8
45815,20200621,S08000030,"",45 - 64,"",All,d,Planned,"",27,82,-67.1
45816,20200621,S08000030,"",65 - 74,"",All,d,Planned,"",24,67.5,-64.4
45817,20200621,S08000030,"",75 - 84,"",All,d,Planned,"",30,35.5,-15.5
45818,20200621,S08000030,"",85 and over,"",All,d,Planned,"",14,15,-6.7
45819,20200621,S08000030,"",All ages,d,All,d,Planned,"",124,283.5,-56.3
45820,20200621,S08000030,"",All ages,d,Female,"",Planned,"",67,154,-56.5
45821,20200621,S08000030,"",All ages,d,Male,"",Planned,"",57,128.5,-55.6
45822,20200621,S08000031,"",Under 5,"",All,d,Planned,"",74,115,-35.7
45823,20200621,S08000031,"",5 - 14,"",All,d,Planned,"",29,82,-64.6
45824,20200621,S08000031,"",15 - 44,"",All,d,Planned,"",176,282.5,-37.7
45825,20200621,S08000031,"",45 - 64,"",All,d,Planned,"",232,412.5,-43.8
45826,20200621,S08000031,"",65 - 74,"",All,d,Planned,"",149,257.5,-42.1
45827,20200621,S08000031,"",75 - 84,"",All,d,Planned,"",87,184,-52.7
45828,20200621,S08000031,"",85 and over,"",All,d,Planned,"",35,87.5,-60
45829,20200621,S08000031,"",All ages,d,All,d,Planned,"",782,1421,-45
45830,20200621,S08000031,"",All ages,d,Female,"",Planned,"",393,717,-45.2
45831,20200621,S08000031,"",All ages,d,Male,"",Planned,"",380,681.5,-44.2
45832,20200621,S08000032,"",Under 5,"",All,d,Planned,"",76,92.5,-17.8
45833,20200621,S08000032,"",15 - 44,"",All,d,Planned,"",11,20.5,-46.3
45834,20200621,S08000032,"",45 - 64,"",All,d,Planned,"",18,56,-67.9
45835,20200621,S08000032,"",65 - 74,"",All,d,Planned,"",17,41,-58.5
45836,20200621,S08000032,"",75 - 84,"",All,d,Planned,"",10,28,-64.3
45837,20200621,S08000032,"",All ages,d,All,d,Planned,"",137,245,-44.1
45838,20200621,S08000032,"",All ages,d,Female,"",Planned,"",52,101.5,-48.8
45839,20200621,S08000032,"",All ages,d,Male,"",Planned,"",65,101,-35.6
45840,20200621,S92000003,d,Under 5,"",All,d,Planned,"",187,283.5,-34
45841,20200621,S92000003,d,5 - 14,"",All,d,Planned,"",78,168.5,-53.7
45842,20200621,S92000003,d,15 - 44,"",All,d,Planned,"",317,625,-49.3
45843,20200621,S92000003,d,45 - 64,"",All,d,Planned,"",565,1117.5,-49.4
45844,20200621,S92000003,d,65 - 74,"",All,d,Planned,"",400,833,-52
45845,20200621,S92000003,d,75 - 84,"",All,d,Planned,"",300,609,-50.7
45846,20200621,S92000003,d,85 and over,"",All,d,Planned,"",122,235,-48.1
45847,20200621,S92000003,d,All ages,d,All,d,Planned,"",1969,3871.5,-49.1
45848,20200621,S92000003,d,All ages,d,Female,"",Planned,"",950,1942.5,-51.1
45849,20200621,S92000003,d,All ages,d,Male,"",Planned,"",985,1847.5,-46.7
45850,20200621,NA,NA,15 - 44,"",All,d,Planned,"",13,19.5,-33.3
45851,20200621,NA,NA,45 - 64,"",All,d,Planned,"",54,84,-35.7
45852,20200621,NA,NA,65 - 74,"",All,d,Planned,"",38,71,-46.5
45853,20200621,NA,NA,75 - 84,"",All,d,Planned,"",18,43,-58.1
45854,20200621,NA,NA,All ages,d,All,d,Planned,"",127,224,-43.3
45855,20200621,NA,NA,All ages,d,Female,"",Planned,"",51,94.5,-46
45856,20200621,NA,NA,All ages,d,Male,"",Planned,"",76,129,-41.1
45857,20200628,S08000015,"",Under 5,"",All,d,Planned,"",8,13.5,-40.7
45858,20200628,S08000015,"",45 - 64,"",All,d,Planned,"",10,23,-56.5
45859,20200628,S08000015,"",65 - 74,"",All,d,Planned,"",7,21.5,-67.4
45860,20200628,S08000015,"",All ages,d,All,d,Planned,"",32,88.5,-63.8
45861,20200628,S08000015,"",All ages,d,Female,"",Planned,"",11,44,-75
45862,20200628,S08000015,"",All ages,d,Male,"",Planned,"",13,40,-67.5
45863,20200628,S08000016,"",65 - 74,"",All,d,Planned,"",6,9.5,-36.8
45864,20200628,S08000016,"",75 - 84,"",All,d,Planned,"",5,14.5,-65.5
45865,20200628,S08000016,"",85 and over,"",All,d,Planned,"",5,4,25
45866,20200628,S08000016,"",All ages,d,All,d,Planned,"",19,35.5,-46.5
45867,20200628,S08000016,"",All ages,d,Female,"",Planned,"",12,20.5,-41.5
45868,20200628,S08000016,"",All ages,d,Male,"",Planned,"",7,15,-53.3
45869,20200628,S08000017,"",45 - 64,"",All,d,Planned,"",10,16.5,-39.4
45870,20200628,S08000017,"",65 - 74,"",All,d,Planned,"",12,12,0
45871,20200628,S08000017,"",75 - 84,"",All,d,Planned,"",19,20,-5
45872,20200628,S08000017,"",All ages,d,All,d,Planned,"",47,84.5,-44.4
45873,20200628,S08000017,"",All ages,d,Female,"",Planned,"",22,42.5,-48.2
45874,20200628,S08000017,"",All ages,d,Male,"",Planned,"",24,39.5,-39.2
45875,20200628,S08000019,"",15 - 44,"",All,d,Planned,"",25,27.5,-9.1
45876,20200628,S08000019,"",45 - 64,"",All,d,Planned,"",42,40,5
45877,20200628,S08000019,"",65 - 74,"",All,d,Planned,"",41,30.5,34.4
45878,20200628,S08000019,"",75 - 84,"",All,d,Planned,"",44,26,69.2
45879,20200628,S08000019,"",85 and over,"",All,d,Planned,"",16,17.5,-8.6
45880,20200628,S08000019,"",All ages,d,All,d,Planned,"",174,150,16
45881,20200628,S08000019,"",All ages,d,Female,"",Planned,"",93,72,29.2
45882,20200628,S08000019,"",All ages,d,Male,"",Planned,"",80,78,2.6
45883,20200628,S08000020,"",5 - 14,"",All,d,Planned,"",9,14,-35.7
45884,20200628,S08000020,"",15 - 44,"",All,d,Planned,"",23,58.5,-60.7
45885,20200628,S08000020,"",45 - 64,"",All,d,Planned,"",44,106,-58.5
45886,20200628,S08000020,"",65 - 74,"",All,d,Planned,"",32,93.5,-65.8
45887,20200628,S08000020,"",75 - 84,"",All,d,Planned,"",30,77,-61
45888,20200628,S08000020,"",85 and over,"",All,d,Planned,"",10,38,-73.7
45889,20200628,S08000020,"",All ages,d,All,d,Planned,"",151,397,-62
45890,20200628,S08000020,"",All ages,d,Female,"",Planned,"",57,216,-73.6
45891,20200628,S08000020,"",All ages,d,Male,"",Planned,"",92,180,-48.9
45892,20200628,S08000022,"",45 - 64,"",All,d,Planned,"",20,53.5,-62.6
45893,20200628,S08000022,"",65 - 74,"",All,d,Planned,"",26,49.5,-47.5
45894,20200628,S08000022,"",75 - 84,"",All,d,Planned,"",20,33.5,-40.3
45895,20200628,S08000022,"",85 and over,"",All,d,Planned,"",7,14.5,-51.7
45896,20200628,S08000022,"",All ages,d,All,d,Planned,"",80,185,-56.8
45897,20200628,S08000022,"",All ages,d,Female,"",Planned,"",41,82.5,-50.3
45898,20200628,S08000022,"",All ages,d,Male,"",Planned,"",37,95,-61.1
45899,20200628,S08000024,"",Under 5,"",All,d,Planned,"",16,21,-23.8
45900,20200628,S08000024,"",5 - 14,"",All,d,Planned,"",23,42.5,-45.9
45901,20200628,S08000024,"",15 - 44,"",All,d,Planned,"",53,109.5,-51.6
45902,20200628,S08000024,"",45 - 64,"",All,d,Planned,"",90,188,-52.1
45903,20200628,S08000024,"",65 - 74,"",All,d,Planned,"",72,143.5,-49.8
45904,20200628,S08000024,"",75 - 84,"",All,d,Planned,"",42,84,-50
45905,20200628,S08000024,"",85 and over,"",All,d,Planned,"",12,13,-7.7
45906,20200628,S08000024,"",All ages,d,All,d,Planned,"",308,601.5,-48.8
45907,20200628,S08000024,"",All ages,d,Female,"",Planned,"",142,300,-52.7
45908,20200628,S08000024,"",All ages,d,Male,"",Planned,"",166,299.5,-44.6
45909,20200628,S08000026,"",All ages,d,All,d,Planned,"",8,4.5,77.8
45910,20200628,S08000026,"",All ages,d,Female,"",Planned,"",5,1.5,233.3
45911,20200628,S08000028,"",All ages,d,All,d,Planned,"",9,16.5,-45.5
45912,20200628,S08000028,"",All ages,d,Female,"",Planned,"",7,7.5,-6.7
45913,20200628,S08000029,"",15 - 44,"",All,d,Planned,"",10,25.5,-60.8
45914,20200628,S08000029,"",45 - 64,"",All,d,Planned,"",17,32,-46.9
45915,20200628,S08000029,"",65 - 74,"",All,d,Planned,"",11,29.5,-62.7
45916,20200628,S08000029,"",75 - 84,"",All,d,Planned,"",15,24,-37.5
45917,20200628,S08000029,"",85 and over,"",All,d,Planned,"",5,7.5,-33.3
45918,20200628,S08000029,"",All ages,d,All,d,Planned,"",61,133.5,-54.3
45919,20200628,S08000029,"",All ages,d,Female,"",Planned,"",25,68,-63.2
45920,20200628,S08000029,"",All ages,d,Male,"",Planned,"",35,61.5,-43.1
45921,20200628,S08000030,"",15 - 44,"",All,d,Planned,"",21,55.5,-62.2
45922,20200628,S08000030,"",45 - 64,"",All,d,Planned,"",34,82,-58.5
45923,20200628,S08000030,"",65 - 74,"",All,d,Planned,"",27,60,-55
45924,20200628,S08000030,"",75 - 84,"",All,d,Planned,"",16,54,-70.4
45925,20200628,S08000030,"",85 and over,"",All,d,Planned,"",8,17,-52.9
45926,20200628,S08000030,"",All ages,d,All,d,Planned,"",112,296,-62.2
45927,20200628,S08000030,"",All ages,d,Female,"",Planned,"",61,160.5,-62
45928,20200628,S08000030,"",All ages,d,Male,"",Planned,"",50,135,-63
45929,20200628,S08000031,"",Under 5,"",All,d,Planned,"",81,92.5,-12.4
45930,20200628,S08000031,"",5 - 14,"",All,d,Planned,"",28,77,-63.6
45931,20200628,S08000031,"",15 - 44,"",All,d,Planned,"",171,267,-36
45932,20200628,S08000031,"",45 - 64,"",All,d,Planned,"",233,406,-42.6
45933,20200628,S08000031,"",65 - 74,"",All,d,Planned,"",137,280,-51.1
45934,20200628,S08000031,"",75 - 84,"",All,d,Planned,"",132,195.5,-32.5
45935,20200628,S08000031,"",85 and over,"",All,d,Planned,"",40,88.5,-54.8
45936,20200628,S08000031,"",All ages,d,All,d,Planned,"",822,1406.5,-41.6
45937,20200628,S08000031,"",All ages,d,Female,"",Planned,"",402,707.5,-43.2
45938,20200628,S08000031,"",All ages,d,Male,"",Planned,"",381,681.5,-44.1
45939,20200628,S08000032,"",Under 5,"",All,d,Planned,"",84,86.5,-2.9
45940,20200628,S08000032,"",15 - 44,"",All,d,Planned,"",26,20,30
45941,20200628,S08000032,"",45 - 64,"",All,d,Planned,"",26,52.5,-50.5
45942,20200628,S08000032,"",65 - 74,"",All,d,Planned,"",29,35,-17.1
45943,20200628,S08000032,"",75 - 84,"",All,d,Planned,"",16,31.5,-49.2
45944,20200628,S08000032,"",85 and over,"",All,d,Planned,"",14,11,27.3
45945,20200628,S08000032,"",All ages,d,All,d,Planned,"",198,237.5,-16.6
45946,20200628,S08000032,"",All ages,d,Female,"",Planned,"",62,100,-38
45947,20200628,S08000032,"",All ages,d,Male,"",Planned,"",53,93.5,-43.3
45948,20200628,S92000003,d,Under 5,"",All,d,Planned,"",207,262.5,-21.1
45949,20200628,S92000003,d,5 - 14,"",All,d,Planned,"",69,172.5,-60
45950,20200628,S92000003,d,15 - 44,"",All,d,Planned,"",350,622.5,-43.8
45951,20200628,S92000003,d,45 - 64,"",All,d,Planned,"",590,1088,-45.8
45952,20200628,S92000003,d,65 - 74,"",All,d,Planned,"",442,841,-47.4
45953,20200628,S92000003,d,75 - 84,"",All,d,Planned,"",366,626,-41.5
45954,20200628,S92000003,d,85 and over,"",All,d,Planned,"",124,242.5,-48.9
45955,20200628,S92000003,d,All ages,d,All,d,Planned,"",2148,3855,-44.3
45956,20200628,S92000003,d,All ages,d,Female,"",Planned,"",997,1916.5,-48
45957,20200628,S92000003,d,All ages,d,Male,"",Planned,"",1013,1853.5,-45.3
45958,20200628,NA,NA,15 - 44,"",All,d,Planned,"",10,17,-41.2
45959,20200628,NA,NA,45 - 64,"",All,d,Planned,"",53,74.5,-28.9
45960,20200628,NA,NA,65 - 74,"",All,d,Planned,"",40,70.5,-43.3
45961,20200628,NA,NA,75 - 84,"",All,d,Planned,"",19,46,-58.7
45962,20200628,NA,NA,All ages,d,All,d,Planned,"",126,215.5,-41.5
45963,20200628,NA,NA,All ages,d,Female,"",Planned,"",56,92.5,-39.5
45964,20200628,NA,NA,All ages,d,Male,"",Planned,"",70,122,-42.6
45965,20200705,S08000015,"",Under 5,"",All,d,Planned,"",6,8,-25
45966,20200705,S08000015,"",15 - 44,"",All,d,Planned,"",5,8,-37.5
45967,20200705,S08000015,"",45 - 64,"",All,d,Planned,"",15,27,-44.4
45968,20200705,S08000015,"",65 - 74,"",All,d,Planned,"",16,19.5,-17.9
45969,20200705,S08000015,"",75 - 84,"",All,d,Planned,"",8,26,-69.2
45970,20200705,S08000015,"",All ages,d,All,d,Planned,"",52,96.5,-46.1
45971,20200705,S08000015,"",All ages,d,Female,"",Planned,"",20,52,-61.5
45972,20200705,S08000015,"",All ages,d,Male,"",Planned,"",27,43.5,-37.9
45973,20200705,S08000016,"",65 - 74,"",All,d,Planned,"",7,9.5,-26.3
45974,20200705,S08000016,"",75 - 84,"",All,d,Planned,"",9,11.5,-21.7
45975,20200705,S08000016,"",85 and over,"",All,d,Planned,"",8,4.5,77.8
45976,20200705,S08000016,"",All ages,d,All,d,Planned,"",25,35.5,-29.6
45977,20200705,S08000016,"",All ages,d,Female,"",Planned,"",16,16.5,-3
45978,20200705,S08000016,"",All ages,d,Male,"",Planned,"",9,19,-52.6
45979,20200705,S08000017,"",15 - 44,"",All,d,Planned,"",7,4.5,55.6
45980,20200705,S08000017,"",45 - 64,"",All,d,Planned,"",16,14.5,10.3
45981,20200705,S08000017,"",65 - 74,"",All,d,Planned,"",12,16,-25
45982,20200705,S08000017,"",75 - 84,"",All,d,Planned,"",10,21,-52.4
45983,20200705,S08000017,"",85 and over,"",All,d,Planned,"",7,17,-58.8
45984,20200705,S08000017,"",All ages,d,All,d,Planned,"",55,78.5,-29.9
45985,20200705,S08000017,"",All ages,d,Female,"",Planned,"",19,42.5,-55.3
45986,20200705,S08000017,"",All ages,d,Male,"",Planned,"",34,35,-2.9
45987,20200705,S08000019,"",Under 5,"",All,d,Planned,"",7,7,0
45988,20200705,S08000019,"",5 - 14,"",All,d,Planned,"",6,8.5,-29.4
45989,20200705,S08000019,"",15 - 44,"",All,d,Planned,"",17,33.5,-49.3
45990,20200705,S08000019,"",45 - 64,"",All,d,Planned,"",19,44.5,-57.3
45991,20200705,S08000019,"",65 - 74,"",All,d,Planned,"",9,25,-64
45992,20200705,S08000019,"",75 - 84,"",All,d,Planned,"",11,29.5,-62.7
45993,20200705,S08000019,"",85 and over,"",All,d,Planned,"",7,26,-73.1
45994,20200705,S08000019,"",All ages,d,All,d,Planned,"",76,174,-56.3
45995,20200705,S08000019,"",All ages,d,Female,"",Planned,"",42,95.5,-56
45996,20200705,S08000019,"",All ages,d,Male,"",Planned,"",33,78,-57.7
45997,20200705,S08000020,"",Under 5,"",All,d,Planned,"",13,12.5,4
45998,20200705,S08000020,"",5 - 14,"",All,d,Planned,"",9,16,-43.8
45999,20200705,S08000020,"",15 - 44,"",All,d,Planned,"",23,50.5,-54.5
46000,20200705,S08000020,"",45 - 64,"",All,d,Planned,"",49,97.5,-49.7
46001,20200705,S08000020,"",65 - 74,"",All,d,Planned,"",39,74.5,-47.7
46002,20200705,S08000020,"",75 - 84,"",All,d,Planned,"",20,73.5,-72.8
46003,20200705,S08000020,"",85 and over,"",All,d,Planned,"",7,35,-80
46004,20200705,S08000020,"",All ages,d,All,d,Planned,"",160,359.5,-55.5
46005,20200705,S08000020,"",All ages,d,Female,"",Planned,"",64,174.5,-63.3
46006,20200705,S08000020,"",All ages,d,Male,"",Planned,"",95,180,-47.2
46007,20200705,S08000022,"",Under 5,"",All,d,Planned,"",7,5.5,27.3
46008,20200705,S08000022,"",15 - 44,"",All,d,Planned,"",16,22,-27.3
46009,20200705,S08000022,"",45 - 64,"",All,d,Planned,"",28,52,-46.2
46010,20200705,S08000022,"",65 - 74,"",All,d,Planned,"",22,43,-48.8
46011,20200705,S08000022,"",75 - 84,"",All,d,Planned,"",23,34.5,-33.3
46012,20200705,S08000022,"",85 and over,"",All,d,Planned,"",10,16,-37.5
46013,20200705,S08000022,"",All ages,d,All,d,Planned,"",106,179,-40.8
46014,20200705,S08000022,"",All ages,d,Female,"",Planned,"",54,92.5,-41.6
46015,20200705,S08000022,"",All ages,d,Male,"",Planned,"",47,82.5,-43
46016,20200705,S08000024,"",Under 5,"",All,d,Planned,"",13,30,-56.7
46017,20200705,S08000024,"",5 - 14,"",All,d,Planned,"",19,34.5,-44.9
46018,20200705,S08000024,"",15 - 44,"",All,d,Planned,"",47,88.5,-46.9
46019,20200705,S08000024,"",45 - 64,"",All,d,Planned,"",85,180,-52.8
46020,20200705,S08000024,"",65 - 74,"",All,d,Planned,"",64,123.5,-48.2
46021,20200705,S08000024,"",75 - 84,"",All,d,Planned,"",44,75.5,-41.7
46022,20200705,S08000024,"",85 and over,"",All,d,Planned,"",8,15,-46.7
46023,20200705,S08000024,"",All ages,d,All,d,Planned,"",280,547,-48.8
46024,20200705,S08000024,"",All ages,d,Female,"",Planned,"",141,279.5,-49.6
46025,20200705,S08000024,"",All ages,d,Male,"",Planned,"",138,265.5,-48
46026,20200705,S08000028,"",45 - 64,"",All,d,Planned,"",12,3,300
46027,20200705,S08000028,"",65 - 74,"",All,d,Planned,"",15,4,275
46028,20200705,S08000028,"",75 - 84,"",All,d,Planned,"",8,4,100
46029,20200705,S08000028,"",All ages,d,All,d,Planned,"",38,14,171.4
46030,20200705,S08000028,"",All ages,d,Female,"",Planned,"",17,10,70
46031,20200705,S08000028,"",All ages,d,Male,"",Planned,"",21,4,425
46032,20200705,S08000029,"",15 - 44,"",All,d,Planned,"",9,17.5,-48.6
46033,20200705,S08000029,"",45 - 64,"",All,d,Planned,"",16,32,-50
46034,20200705,S08000029,"",65 - 74,"",All,d,Planned,"",7,27.5,-74.5
46035,20200705,S08000029,"",75 - 84,"",All,d,Planned,"",11,23,-52.2
46036,20200705,S08000029,"",85 and over,"",All,d,Planned,"",10,6.5,53.8
46037,20200705,S08000029,"",All ages,d,All,d,Planned,"",56,115.5,-51.5
46038,20200705,S08000029,"",All ages,d,Female,"",Planned,"",31,59.5,-47.9
46039,20200705,S08000029,"",All ages,d,Male,"",Planned,"",24,54.5,-56
46040,20200705,S08000030,"",5 - 14,"",All,d,Planned,"",5,11.5,-56.5
46041,20200705,S08000030,"",15 - 44,"",All,d,Planned,"",17,37.5,-54.7
46042,20200705,S08000030,"",45 - 64,"",All,d,Planned,"",35,55.5,-36.9
46043,20200705,S08000030,"",65 - 74,"",All,d,Planned,"",29,47,-38.3
46044,20200705,S08000030,"",75 - 84,"",All,d,Planned,"",31,38,-18.4
46045,20200705,S08000030,"",85 and over,"",All,d,Planned,"",12,15,-20
46046,20200705,S08000030,"",All ages,d,All,d,Planned,"",131,211.5,-38.1
46047,20200705,S08000030,"",All ages,d,Female,"",Planned,"",67,109.5,-38.8
46048,20200705,S08000030,"",All ages,d,Male,"",Planned,"",64,102,-37.3
46049,20200705,S08000031,"",Under 5,"",All,d,Planned,"",67,109,-38.5
46050,20200705,S08000031,"",5 - 14,"",All,d,Planned,"",26,67.5,-61.5
46051,20200705,S08000031,"",15 - 44,"",All,d,Planned,"",156,294.5,-47
46052,20200705,S08000031,"",45 - 64,"",All,d,Planned,"",212,359,-40.9
46053,20200705,S08000031,"",65 - 74,"",All,d,Planned,"",130,211,-38.4
46054,20200705,S08000031,"",75 - 84,"",All,d,Planned,"",109,191,-42.9
46055,20200705,S08000031,"",85 and over,"",All,d,Planned,"",54,94,-42.6
46056,20200705,S08000031,"",All ages,d,All,d,Planned,"",754,1326,-43.1
46057,20200705,S08000031,"",All ages,d,Female,"",Planned,"",396,686.5,-42.3
46058,20200705,S08000031,"",All ages,d,Male,"",Planned,"",331,620,-46.6
46059,20200705,S08000032,"",Under 5,"",All,d,Planned,"",96,87,10.3
46060,20200705,S08000032,"",15 - 44,"",All,d,Planned,"",6,27.5,-78.2
46061,20200705,S08000032,"",45 - 64,"",All,d,Planned,"",13,58.5,-77.8
46062,20200705,S08000032,"",65 - 74,"",All,d,Planned,"",11,26,-57.7
46063,20200705,S08000032,"",75 - 84,"",All,d,Planned,"",10,30.5,-67.2
46064,20200705,S08000032,"",All ages,d,All,d,Planned,"",142,239.5,-40.7
46065,20200705,S08000032,"",All ages,d,Female,"",Planned,"",18,94.5,-81
46066,20200705,S08000032,"",All ages,d,Male,"",Planned,"",29,97,-70.1
46067,20200705,S92000003,d,Under 5,"",All,d,Planned,"",214,275.5,-22.3
46068,20200705,S92000003,d,5 - 14,"",All,d,Planned,"",70,154,-54.5
46069,20200705,S92000003,d,15 - 44,"",All,d,Planned,"",312,606.5,-48.6
46070,20200705,S92000003,d,45 - 64,"",All,d,Planned,"",557,1011,-44.9
46071,20200705,S92000003,d,65 - 74,"",All,d,Planned,"",393,679.5,-42.2
46072,20200705,S92000003,d,75 - 84,"",All,d,Planned,"",322,599,-46.2
46073,20200705,S92000003,d,85 and over,"",All,d,Planned,"",138,249.5,-44.7
46074,20200705,S92000003,d,All ages,d,All,d,Planned,"",2006,3575,-43.9
46075,20200705,S92000003,d,All ages,d,Female,"",Planned,"",942,1792,-47.4
46076,20200705,S92000003,d,All ages,d,Male,"",Planned,"",926,1700,-45.5
46077,20200705,NA,NA,15 - 44,"",All,d,Planned,"",8,17.5,-54.3
46078,20200705,NA,NA,45 - 64,"",All,d,Planned,"",55,74,-25.7
46079,20200705,NA,NA,65 - 74,"",All,d,Planned,"",30,51,-41.2
46080,20200705,NA,NA,75 - 84,"",All,d,Planned,"",27,39,-30.8
46081,20200705,NA,NA,85 and over,"",All,d,Planned,"",6,5,20
46082,20200705,NA,NA,All ages,d,All,d,Planned,"",126,186.5,-32.4
46083,20200705,NA,NA,All ages,d,Female,"",Planned,"",56,73.5,-23.8
46084,20200705,NA,NA,All ages,d,Male,"",Planned,"",70,112.5,-37.8
46085,20200712,S08000015,"",Under 5,"",All,d,Planned,"",6,8.5,-29.4
46086,20200712,S08000015,"",45 - 64,"",All,d,Planned,"",8,23,-65.2
46087,20200712,S08000015,"",65 - 74,"",All,d,Planned,"",10,28,-64.3
46088,20200712,S08000015,"",75 - 84,"",All,d,Planned,"",8,15,-46.7
46089,20200712,S08000015,"",All ages,d,All,d,Planned,"",38,88.5,-57.1
46090,20200712,S08000015,"",All ages,d,Female,"",Planned,"",15,45.5,-67
46091,20200712,S08000015,"",All ages,d,Male,"",Planned,"",20,40,-50
46092,20200712,S08000016,"",65 - 74,"",All,d,Planned,"",6,12.5,-52
46093,20200712,S08000016,"",85 and over,"",All,d,Planned,"",9,8,12.5
46094,20200712,S08000016,"",All ages,d,All,d,Planned,"",19,47,-59.6
46095,20200712,S08000016,"",All ages,d,Female,"",Planned,"",11,22,-50
46096,20200712,S08000016,"",All ages,d,Male,"",Planned,"",8,25,-68
46097,20200712,S08000017,"",Under 5,"",All,d,Planned,"",5,6.5,-23.1
46098,20200712,S08000017,"",45 - 64,"",All,d,Planned,"",13,19,-31.6
46099,20200712,S08000017,"",65 - 74,"",All,d,Planned,"",10,18,-44.4
46100,20200712,S08000017,"",75 - 84,"",All,d,Planned,"",13,18,-27.8
46101,20200712,S08000017,"",85 and over,"",All,d,Planned,"",7,12,-41.7
46102,20200712,S08000017,"",All ages,d,All,d,Planned,"",52,84.5,-38.5
46103,20200712,S08000017,"",All ages,d,Female,"",Planned,"",23,45.5,-49.5
46104,20200712,S08000017,"",All ages,d,Male,"",Planned,"",24,35.5,-32.4
46105,20200712,S08000019,"",Under 5,"",All,d,Planned,"",6,5.5,9.1
46106,20200712,S08000019,"",5 - 14,"",All,d,Planned,"",12,3,300
46107,20200712,S08000019,"",15 - 44,"",All,d,Planned,"",16,42.5,-62.4
46108,20200712,S08000019,"",45 - 64,"",All,d,Planned,"",20,48,-58.3
46109,20200712,S08000019,"",65 - 74,"",All,d,Planned,"",15,32.5,-53.8
46110,20200712,S08000019,"",75 - 84,"",All,d,Planned,"",8,40,-80
46111,20200712,S08000019,"",85 and over,"",All,d,Planned,"",15,24.5,-38.8
46112,20200712,S08000019,"",All ages,d,All,d,Planned,"",92,196,-53.1
46113,20200712,S08000019,"",All ages,d,Female,"",Planned,"",48,110,-56.4
46114,20200712,S08000019,"",All ages,d,Male,"",Planned,"",43,85.5,-49.7
46115,20200712,S08000020,"",Under 5,"",All,d,Planned,"",5,8.5,-41.2
46116,20200712,S08000020,"",5 - 14,"",All,d,Planned,"",10,17.5,-42.9
46117,20200712,S08000020,"",15 - 44,"",All,d,Planned,"",19,52,-63.5
46118,20200712,S08000020,"",45 - 64,"",All,d,Planned,"",36,102,-64.7
46119,20200712,S08000020,"",65 - 74,"",All,d,Planned,"",35,80,-56.2
46120,20200712,S08000020,"",75 - 84,"",All,d,Planned,"",35,57.5,-39.1
46121,20200712,S08000020,"",85 and over,"",All,d,Planned,"",6,28.5,-78.9
46122,20200712,S08000020,"",All ages,d,All,d,Planned,"",146,346,-57.8
46123,20200712,S08000020,"",All ages,d,Female,"",Planned,"",59,181.5,-67.5
46124,20200712,S08000020,"",All ages,d,Male,"",Planned,"",86,162.5,-47.1
46125,20200712,S08000022,"",Under 5,"",All,d,Planned,"",6,7,-14.3
46126,20200712,S08000022,"",45 - 64,"",All,d,Planned,"",17,51.5,-67
46127,20200712,S08000022,"",65 - 74,"",All,d,Planned,"",31,37.5,-17.3
46128,20200712,S08000022,"",75 - 84,"",All,d,Planned,"",22,34.5,-36.2
46129,20200712,S08000022,"",85 and over,"",All,d,Planned,"",8,20,-60
46130,20200712,S08000022,"",All ages,d,All,d,Planned,"",89,175,-49.1
46131,20200712,S08000022,"",All ages,d,Female,"",Planned,"",42,93.5,-55.1
46132,20200712,S08000022,"",All ages,d,Male,"",Planned,"",43,76.5,-43.8
46133,20200712,S08000024,"",Under 5,"",All,d,Planned,"",22,22,0
46134,20200712,S08000024,"",5 - 14,"",All,d,Planned,"",24,22,9.1
46135,20200712,S08000024,"",15 - 44,"",All,d,Planned,"",48,103.5,-53.6
46136,20200712,S08000024,"",45 - 64,"",All,d,Planned,"",80,169,-52.7
46137,20200712,S08000024,"",65 - 74,"",All,d,Planned,"",81,122.5,-33.9
46138,20200712,S08000024,"",75 - 84,"",All,d,Planned,"",43,72,-40.3
46139,20200712,S08000024,"",85 and over,"",All,d,Planned,"",16,15,6.7
46140,20200712,S08000024,"",All ages,d,All,d,Planned,"",314,526,-40.3
