_id,Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
10869,20220130,S08000026,NHS Shetland,30,2127,0,1577,27,495,3,55,0,"",12,"",52.4704853519895,"",35,34,,:,,:,1,0,30,2106,0,21,0,0.9873060648801129,871,44,12,815,,,
10870,20220130,S08000025,NHS Orkney,41,2061,8,1738,24,211,9,112,0,"",12,"",53.57142857142858,"",51,37,,:,,:,1,13,41,2059,0,2,0,0.09704027171276079,789,36,27,726,,,
10871,20220130,S08000024,NHS Lothian,1352,210268,418,191549,701,12505,233,6214,0,"",1495,"",163.8374119168429,"",1831,1192,,:,,:,20,619,1260,203547,92,6721,6.8047337278106506,3.1963969790933477,21161,765,1843,18553,124,5,
10872,20220130,S08000032,NHS Lanarkshire,768,189288,271,176310,365,8585,132,4393,2,"",1702,"",257.1152335488549,"",1018,645,,:,,:,20,353,686,181502,82,7786,10.677083333333334,4.113308820421791,11817,729,1008,10080,145,,
10873,20220130,S08000022,NHS Highland,294,50431,75,45224,167,3435,52,1772,1,"",270,"",84.14884996571713,"",384,271,,:,,:,5,108,279,49321,15,1110,5.1020408163265305,2.201027146001467,7186,308,382,6496,21,,
10874,20220130,S08000031,NHS Greater Glasgow and Clyde,1172,320326,368,299216,605,13893,199,7217,5,"",2908,"",245.35115250919645,"",1598,1035,,:,,:,54,509,1041,306369,131,13957,11.177474402730375,4.357123680250744,20218,1269,1696,17253,375,10,
10875,20220130,S08000020,NHS Grampian,946,108347,273,93138,515,10679,158,4530,1,"",632,"",107.93271283408761,"",1339,940,,:,,:,41,358,889,105835,57,2512,6.025369978858351,2.318476746010503,17369,859,903,15607,95,,
10876,20220130,S08000019,NHS Forth Valley,385,73858,130,67020,175,4497,80,2341,2,"",623,"",203.6413558657209,"",538,339,,:,,:,14,185,350,71502,35,2356,9.090909090909092,3.1899049527471637,6939,331,572,6036,113,5,
10877,20220130,S08000029,NHS Fife,611,84392,157,74938,335,6470,119,2984,2,"",593,"",158.50105578274932,"",827,582,,:,,:,19,226,570,81602,41,2790,6.710310965630114,3.3060005687742913,8021,310,599,7112,97,,
10878,20220130,S08000017,NHS Dumfries and Galloway,203,28509,48,25233,130,2254,25,1022,0,"",206,"",138.9169869849619,"",259,185,,:,,:,12,62,198,27797,5,712,2.4630541871921183,2.497456943421376,3099,201,156,2742,44,,
10879,20220130,S08000016,NHS Borders,149,19479,35,17654,95,1346,19,479,0,"",163,"",141.44394307532107,"",207,161,,:,,:,1,45,144,19026,5,453,3.3557046979865772,2.3255813953488373,2475,88,139,2248,44,,
10880,20220130,S08000015,NHS Ayrshire and Arran,428,89221,118,81268,233,5371,77,2582,0,"",1011,"",274.73572651430743,"",556,379,,:,,:,10,167,383,85939,45,3282,10.514018691588785,3.678506181280192,8001,455,457,7089,98,,
10881,20220130,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
10882,20220131,S92000003,Scotland,8930,1278819,3546,1160637,3890,79906,1494,38276,14,"",10504,"",192.16977680204903,"",12172,6844,73,"",4,"",505,4823,8123,1233319,807,45500,9.036954087346025,3.5579702835194036,151463,16824,15214,119425,1177,29,13
10883,20220131,S08000028,NHS Western Isles,12,2682,5,2385,5,136,2,161,0,"",25,"",94.33962264150944,"",21,11,,:,,:,5,5,12,2645,0,37,0,1.3795674869500374,773,183,21,569,,,
10884,20220131,S08000030,NHS Tayside,792,89704,311,80157,338,6482,143,3065,1,"",839,"",201.41639659104547,"",1033,567,,:,,:,43,423,716,86674,76,3030,9.595959595959595,3.3777757959511283,11917,1113,1238,9566,42,,
10885,20220131,S08000026,NHS Shetland,33,2160,3,1580,27,522,3,58,0,"",12,"",52.4704853519895,"",41,36,,:,,:,4,1,33,2139,0,21,0,0.9722222222222222,1346,173,11,1162,,,
10886,20220131,S08000025,NHS Orkney,31,2092,7,1745,17,228,7,119,0,"",12,"",53.57142857142858,"",44,30,,:,,:,3,11,30,2089,1,3,3.225806451612903,0.14340344168260039,1042,98,51,893,,,
10887,20220131,S08000024,NHS Lothian,1731,211999,718,192267,741,13246,272,6486,3,"",1498,"",164.16618264309747,"",2354,1308,,:,,:,98,948,1581,205128,150,6871,8.665511265164644,3.241053023835018,26750,2709,3012,21029,121,,
10888,20220131,S08000032,NHS Lanarkshire,901,190189,382,176692,366,8951,153,4546,0,"",1702,"",257.1152335488549,"",1200,647,,:,,:,38,515,801,182303,100,7886,11.098779134295228,4.146401737219293,15033,2016,1581,11436,137,,
10889,20220131,S08000022,NHS Highland,423,50854,170,45394,181,3616,72,1844,1,"",271,"",84.46051237299757,"",568,311,,:,,:,11,246,398,49719,25,1135,5.91016548463357,2.231879498171235,9783,1035,902,7846,22,,
10890,20220131,S08000031,NHS Greater Glasgow and Clyde,1617,321943,693,299909,661,14554,263,7480,5,"",2913,"",245.77300799838008,"",2157,1133,,:,,:,111,913,1434,307803,183,14140,11.317254174397032,4.392081828149704,26853,3552,3088,20213,375,10,
10891,20220131,S08000020,NHS Grampian,1170,109517,413,93551,538,11217,219,4749,0,"",632,"",107.93271283408761,"",1673,1033,,:,,:,65,575,1080,106915,90,2602,7.6923076923076925,2.37588684861711,19620,1704,1668,16248,96,,
10892,20220131,S08000019,NHS Forth Valley,468,74326,183,67203,201,4698,84,2425,3,"",626,"",204.62197234661525,"",657,366,,:,,:,29,262,430,71932,38,2394,8.11965811965812,3.2209455641363722,9099,1285,828,6986,117,,
10893,20220131,S08000029,NHS Fife,814,85206,326,75264,361,6831,127,3111,0,"",593,"",158.50105578274932,"",1117,619,,:,,:,39,459,746,82348,68,2858,8.353808353808354,3.3542238809473512,10574,949,1350,8275,96,,
10894,20220131,S08000017,NHS Dumfries and Galloway,264,28773,92,25325,124,2378,48,1070,1,"",207,"",139.59134129071413,"",349,203,,:,,:,26,120,247,28044,17,729,6.4393939393939394,2.533625273694088,4094,430,340,3324,28,,
10895,20220131,S08000016,NHS Borders,153,19632,53,17707,82,1428,18,497,0,"",163,"",141.44394307532107,"",210,131,,:,,:,9,70,141,19167,12,465,7.8431372549019605,2.3685819070904643,3308,308,196,2804,42,,
10896,20220131,S08000015,NHS Ayrshire and Arran,521,89742,190,81458,248,5619,83,2665,0,"",1011,"",274.73572651430743,"",704,413,,:,,:,24,267,474,86413,47,3329,9.021113243761997,3.7095228544048493,10399,1252,893,8254,95,,
10897,20220131,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
10898,20220201,S92000003,Scotland,8413,1287232,3188,1163825,3813,83719,1412,39688,22,"",10526,"",192.57226491035493,"",11304,6561,80,"",4,"",475,4268,7701,1241020,712,46212,8.463092832521099,3.5900288370705513,142434,17209,13049,112176,1116,28,12
10899,20220201,S08000028,NHS Western Isles,10,2692,4,2389,2,138,4,165,0,"",25,"",94.33962264150944,"",15,6,,:,,:,4,5,9,2654,1,38,10,1.411589895988113,655,164,16,475,,,
10900,20220201,S08000030,NHS Tayside,787,90491,305,80462,367,6849,115,3180,1,"",840,"",201.65646380986675,"",1020,581,,:,,:,37,402,721,87395,66,3096,8.386277001270647,3.4213347183697826,12550,1471,1034,10045,36,,
10901,20220201,S08000026,NHS Shetland,61,2221,7,1587,48,570,6,64,1,"",13,"",56.84302579798864,"",70,60,,:,,:,4,6,60,2199,1,22,1.639344262295082,0.9905447996398019,1106,90,21,995,,,
10902,20220201,S08000025,NHS Orkney,42,2134,7,1752,29,257,6,125,0,"",12,"",53.57142857142858,"",55,40,,:,,:,2,13,42,2131,0,3,0,0.14058106841611998,849,50,37,762,,,
10903,20220201,S08000024,NHS Lothian,1726,213725,718,192985,729,13975,279,6765,3,"",1501,"",164.49495336935198,"",2270,1239,,:,,:,51,980,1582,206710,144,7015,8.342989571263036,3.2822552345303544,26091,2404,2880,20807,117,5,
10904,20220201,S08000032,NHS Lanarkshire,792,190981,318,177010,344,9295,130,4676,5,"",1707,"",257.8705661973533,"",1050,579,,:,,:,56,415,694,182997,98,7984,12.373737373737374,4.1805205753451915,13247,1964,1319,9964,139,,
10905,20220201,S08000022,NHS Highland,380,51234,132,45526,181,3797,67,1911,0,"",271,"",84.46051237299757,"",513,306,,:,,:,19,188,356,50075,24,1159,6.315789473684211,2.262169652964828,8869,1031,642,7196,24,,
10906,20220201,S08000031,NHS Greater Glasgow and Clyde,1439,323382,579,300488,609,15163,251,7731,4,"",2917,"",246.110492389727,"",1895,1052,,:,,:,99,744,1285,309088,154,14294,10.701876302988186,4.4201594399193525,25211,3542,2641,19028,343,8,
10907,20220201,S08000020,NHS Grampian,1151,110668,394,93945,569,11786,188,4937,1,"",633,"",108.1034924430023,"",1613,1001,,:,,:,72,540,1080,107995,71,2673,6.168549087749783,2.415332345393429,18939,1917,1448,15574,86,,
10908,20220201,S08000019,NHS Forth Valley,444,74770,182,67385,183,4881,79,2504,3,"",629,"",205.60258882750958,"",617,338,,:,,:,22,257,403,72335,41,2435,9.234234234234235,3.2566537381302663,8134,1062,756,6316,116,,
10909,20220201,S08000029,NHS Fife,740,85946,286,75550,338,7169,116,3227,1,"",594,"",158.76834255472696,"",1002,588,,:,,:,61,353,684,83032,56,2914,7.5675675675675675,3.390501012263514,9873,1154,1093,7626,87,,
10910,20220201,S08000017,NHS Dumfries and Galloway,213,28986,67,25392,105,2483,41,1111,2,"",209,"",140.94004990221862,"",296,188,,:,,:,14,94,204,28248,9,738,4.225352112676056,2.5460567170358104,3805,558,254,2993,29,,
10911,20220201,S08000016,NHS Borders,154,19786,39,17746,83,1511,32,529,0,"",163,"",141.44394307532107,"",208,141,,:,,:,7,60,149,19316,5,470,3.2467532467532467,2.375416961487921,2851,294,174,2383,42,,
10912,20220201,S08000015,NHS Ayrshire and Arran,474,90216,150,81608,226,5845,98,2763,1,"",1012,"",275.0074730291584,"",626,394,,:,,:,26,206,432,86845,42,3371,8.860759493670885,3.736587744967633,9461,1471,704,7286,92,,
10913,20220201,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
10914,20220202,S92000003,Scotland,7973,1295205,3073,1166898,3523,87242,1377,41065,11,"",10537,"",192.77350896450787,"",10781,6094,53,"",5,"",382,4305,7291,1248311,682,46894,8.553869308917596,3.6205851583340087,148847,13753,13176,121918,1084,29,12
10915,20220202,S08000028,NHS Western Isles,17,2709,7,2396,2,140,8,173,0,"",25,"",94.33962264150944,"",24,12,,:,,:,5,7,15,2669,2,40,11.764705882352942,1.4765596160944998,725,158,16,551,,,
10916,20220202,S08000030,NHS Tayside,691,91182,276,80738,298,7147,117,3297,1,"",841,"",201.896531028688,"",914,508,,:,,:,27,379,629,88024,62,3158,8.972503617945007,3.4634028646004693,11598,1107,1003,9488,36,,
10917,20220202,S08000026,NHS Shetland,71,2292,6,1593,57,627,8,72,0,"",13,"",56.84302579798864,"",83,71,,:,,:,5,7,71,2270,0,22,0,0.9598603839441536,1231,126,12,1093,,,
10918,20220202,S08000025,NHS Orkney,36,2170,11,1763,21,278,4,129,0,"",12,"",53.57142857142858,"",51,33,,:,,:,3,15,36,2167,0,3,0,0.1382488479262673,991,81,35,875,,,
10919,20220202,S08000024,NHS Lothian,1652,215377,632,193617,718,14693,302,7067,0,"",1501,"",164.49495336935198,"",2197,1234,,:,,:,41,922,1504,208214,148,7163,8.958837772397095,3.325796162078588,25417,1745,2757,20915,108,5,
10920,20220202,S08000032,NHS Lanarkshire,827,191808,329,177339,367,9662,131,4807,2,"",1709,"",258.17269925675265,"",1083,580,,:,,:,40,463,734,183731,93,8077,11.24546553808948,4.2109818151484815,15038,1788,1310,11940,129,,
10921,20220202,S08000022,NHS Highland,308,51542,121,45647,135,3932,52,1963,0,"",271,"",84.46051237299757,"",417,241,,:,,:,16,160,293,50368,15,1174,4.87012987012987,2.2777540646463077,9259,933,739,7587,27,,
10922,20220202,S08000031,NHS Greater Glasgow and Clyde,1408,324790,661,301149,519,15682,228,7959,4,"",2921,"",246.4479767810739,"",1880,926,,:,,:,85,869,1251,310339,157,14451,11.150568181818182,4.449336494350195,27833,3244,2779,21810,325,10,
10923,20220202,S08000020,NHS Grampian,1046,111714,310,94255,533,12319,203,5140,1,"",634,"",108.274272051917,"",1462,948,,:,,:,54,460,988,108983,58,2731,5.544933078393881,2.4446354082747015,20363,1391,1379,17593,90,,
10924,20220202,S08000019,NHS Forth Valley,465,75235,180,67565,203,5084,82,2586,0,"",629,"",205.60258882750958,"",631,337,,:,,:,30,264,421,72756,44,2479,9.46236559139785,3.295008971888084,8592,787,710,7095,121,,
10925,20220202,S08000029,NHS Fife,672,86618,263,75813,298,7467,111,3338,1,"",595,"",159.03562932670462,"",915,527,,:,,:,32,356,624,83656,48,2962,7.142857142857143,3.4196125516636267,10123,753,1131,8239,86,,
10926,20220202,S08000017,NHS Dumfries and Galloway,173,29159,59,25451,82,2565,32,1143,1,"",210,"",141.61440420797086,"",256,154,,:,,:,13,89,164,28412,9,747,5.202312138728324,2.561816248842553,3843,445,286,3112,26,,
10927,20220202,S08000016,NHS Borders,147,19933,43,17789,78,1589,26,555,0,"",163,"",141.44394307532107,"",201,130,,:,,:,6,65,141,19457,6,476,4.081632653061225,2.3879997993277478,3104,201,197,2706,38,,
10928,20220202,S08000015,NHS Ayrshire and Arran,460,90676,175,81783,212,6057,73,2836,1,"",1013,"",275.2792195440093,"",613,345,,:,,:,24,244,420,87265,40,3411,8.695652173913043,3.76174511447351,9829,979,788,8062,92,,
10929,20220202,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
10930,20220203,S92000003,Scotland,7180,1302385,2848,1169746,3221,90463,1111,42176,17,"",10554,"",193.08452250274425,"",9788,5413,67,"",5,"",427,3948,6549,1254860,631,47525,8.788300835654596,3.6490745824007496,134751,11275,13851,109625,1042,27,12
10931,20220203,S08000028,NHS Western Isles,22,2731,7,2403,5,145,10,183,0,"",25,"",94.33962264150944,"",36,20,,:,,:,10,6,20,2689,2,42,9.090909090909092,1.5378982057854267,678,129,26,523,,,
10932,20220203,S08000030,NHS Tayside,648,91830,276,81014,284,7431,88,3385,2,"",843,"",202.37666546633056,"",851,453,,:,,:,65,333,590,88614,58,3216,8.950617283950617,3.502123489055864,10949,968,1102,8879,38,,
10933,20220203,S08000026,NHS Shetland,48,2340,3,1596,42,669,3,75,0,"",13,"",56.84302579798864,"",64,55,,:,,:,4,5,48,2318,0,22,0,0.9401709401709402,1243,98,20,1125,,,
10934,20220203,S08000025,NHS Orkney,26,2196,4,1767,16,294,6,135,0,"",12,"",53.57142857142858,"",43,31,,:,,:,3,9,26,2193,0,3,0,0.1366120218579235,914,60,26,828,,,
10935,20220203,S08000024,NHS Lothian,1477,216854,600,194217,623,15316,254,7321,3,"",1504,"",164.82372409560654,"",1981,1085,,:,,:,40,856,1350,209564,127,7290,8.598510494245092,3.361708799468767,23908,1586,2758,19564,100,,
10936,20220203,S08000032,NHS Lanarkshire,687,192495,304,177643,272,9934,111,4918,5,"",1714,"",258.9280319052511,"",922,471,,:,,:,36,415,596,184327,91,8168,13.24599708879185,4.2432270968077095,13278,1390,1552,10336,117,,
10937,20220203,S08000022,NHS Highland,357,51899,134,45781,177,4109,46,2009,3,"",274,"",85.39549959483887,"",468,267,,:,,:,13,188,343,50711,14,1188,3.9215686274509802,2.289061446270641,8578,836,680,7062,34,,
10938,20220203,S08000031,NHS Greater Glasgow and Clyde,1328,326118,594,301743,557,16239,177,8136,2,"",2923,"",246.61671897674734,"",1742,879,,:,,:,113,750,1163,311502,165,14616,12.424698795180722,4.481813331370853,24393,2546,2856,18991,302,8,
10939,20220203,S08000020,NHS Grampian,1004,112718,344,94599,492,12811,168,5308,0,"",634,"",108.274272051917,"",1406,832,,:,,:,54,520,958,109941,46,2777,4.581673306772909,2.463670398694086,18200,1055,1784,15361,87,,
10940,20220203,S08000019,NHS Forth Valley,382,75617,143,67708,168,5252,71,2657,0,"",629,"",205.60258882750958,"",537,312,,:,,:,18,207,344,73100,38,2517,9.947643979057592,3.3286165809275694,7716,627,739,6350,113,,
10941,20220203,S08000029,NHS Fife,519,87137,195,76008,242,7709,82,3420,1,"",596,"",159.3029160986823,"",736,406,,:,,:,24,306,483,84139,36,2998,6.936416184971098,3.4405591195473795,9133,666,1091,7376,82,,
10942,20220203,S08000017,NHS Dumfries and Galloway,180,29339,62,25513,90,2655,28,1171,0,"",210,"",141.61440420797086,"",246,144,,:,,:,17,85,169,28581,11,758,6.111111111111111,2.5835918061283616,3436,294,303,2839,25,,
10943,20220203,S08000016,NHS Borders,151,20084,52,17841,81,1670,18,573,0,"",163,"",141.44394307532107,"",216,138,,:,,:,9,69,140,19597,11,487,7.28476821192053,2.424815773750249,2857,209,197,2451,38,,
10944,20220203,S08000015,NHS Ayrshire and Arran,351,91027,130,81913,172,6229,49,2885,1,"",1014,"",275.5509660588603,"",495,285,,:,,:,21,189,319,87584,32,3443,9.116809116809117,3.782394234677623,8684,796,686,7202,100,,
10945,20220203,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
10946,20220204,S92000003,Scotland,5972,1308357,2357,1172103,2707,93170,908,43084,6,"",10560,"",193.19429198682766,"",8238,4555,68,"",4,"",305,3378,5500,1260360,472,47997,7.9035498995311455,3.668494149532582,124767,9596,11562,103609,989,25,11
10947,20220204,S08000028,NHS Western Isles,14,2745,8,2411,2,147,4,187,0,"",25,"",94.33962264150944,"",21,6,,:,,:,3,12,13,2702,1,43,7.142857142857143,1.5664845173041895,524,59,35,430,,,
10948,20220204,S08000030,NHS Tayside,527,92357,225,81239,226,7657,76,3461,1,"",844,"",202.61673268515182,"",709,370,,:,,:,30,309,485,89099,42,3258,7.969639468690702,3.5276156652987862,10326,1060,970,8296,44,,
10949,20220204,S08000026,NHS Shetland,44,2384,1,1597,41,710,2,77,0,"",13,"",56.84302579798864,"",56,53,,:,,:,1,2,42,2360,2,24,4.545454545454546,1.0067114093959733,1069,31,27,1011,,,
10950,20220204,S08000025,NHS Orkney,17,2213,3,1770,11,305,3,138,0,"",12,"",53.57142857142858,"",34,27,,:,,:,1,6,17,2210,0,3,0,0.13556258472661545,797,27,24,746,,,
10951,20220204,S08000024,NHS Lothian,1253,218107,511,194728,539,15855,203,7524,0,"",1504,"",164.82372409560654,"",1737,953,,:,,:,50,734,1159,210723,94,7384,7.501995211492418,3.385494275745391,23350,1412,2335,19603,93,,
10952,20220204,S08000032,NHS Lanarkshire,628,193123,251,177894,296,10230,81,4999,0,"",1714,"",258.9280319052511,"",820,443,,:,,:,37,340,548,184875,80,8248,12.738853503184714,4.270853290390062,12010,1219,1302,9489,111,,
10953,20220204,S08000022,NHS Highland,286,52185,114,45895,138,4247,34,2043,0,"",274,"",85.39549959483887,"",364,206,,:,,:,9,149,270,50981,16,1204,5.594405594405594,2.307176391683434,7529,590,597,6342,27,,
10954,20220204,S08000031,NHS Greater Glasgow and Clyde,966,327084,449,302192,377,16616,140,8276,2,"",2925,"",246.78546117242075,"",1320,651,,:,,:,65,604,878,312380,88,14704,9.109730848861284,4.495481283095474,22679,2096,2168,18415,292,9,
10955,20220204,S08000020,NHS Grampian,853,113571,316,94915,399,13210,138,5446,1,"",635,"",108.4450516608317,"",1210,700,,:,,:,36,474,801,110742,52,2829,6.096131301289566,2.490952796048287,16424,756,1575,14093,84,,
10956,20220204,S08000019,NHS Forth Valley,335,75952,117,67825,159,5411,59,2716,1,"",630,"",205.92946098780766,"",463,267,,:,,:,12,184,297,73397,38,2555,11.343283582089553,3.3639667158205184,7179,617,670,5892,106,,
10957,20220204,S08000029,NHS Fife,453,87590,164,76172,214,7923,75,3495,0,"",596,"",159.3029160986823,"",638,373,,:,,:,22,243,430,84569,23,3021,5.077262693156733,3.4490238611713666,8302,528,792,6982,78,,
10958,20220204,S08000017,NHS Dumfries and Galloway,139,29478,49,25562,67,2722,23,1194,1,"",211,"",142.2887585137231,"",205,114,,:,,:,14,77,133,28714,6,764,4.316546762589928,2.591763348938191,3104,235,276,2593,28,,
10959,20220204,S08000016,NHS Borders,133,20217,34,17875,77,1747,22,595,0,"",163,"",141.44394307532107,"",186,130,,:,,:,9,47,128,19725,5,492,3.7593984962406015,2.433595488944947,2611,229,151,2231,37,,
10960,20220204,S08000015,NHS Ayrshire and Arran,324,91351,115,82028,161,6390,48,2933,0,"",1014,"",275.5509660588603,"",448,244,,:,,:,15,189,299,87883,25,3468,7.716049382716049,3.79634596227737,8098,729,612,6757,85,,
10961,20220204,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
10962,20220205,S92000003,Scotland,5288,1313645,1809,1173912,2622,95792,857,43941,16,"",10576,"",193.48701061105012,"",7376,4641,58,"",3,"",198,2537,4864,1265224,424,48421,8.018154311649017,3.686003448420235,108326,4671,7703,95952,955,24,13
10963,20220205,S08000028,NHS Western Isles,13,2758,3,2414,4,151,6,193,0,"",25,"",94.33962264150944,"",20,12,,:,,:,8,0,12,2714,1,44,7.6923076923076925,1.5953589557650472,414,60,3,351,,,
10964,20220205,S08000030,NHS Tayside,447,92804,164,81403,201,7858,82,3543,2,"",846,"",203.09686712279435,"",612,361,,:,,:,12,239,415,89514,32,3290,7.158836689038031,3.5451058144045517,8692,308,597,7787,39,,
10965,20220205,S08000026,NHS Shetland,47,2431,5,1602,38,748,4,81,0,"",13,"",56.84302579798864,"",63,55,,:,,:,2,6,46,2406,1,25,2.127659574468085,1.0283833813245578,810,30,6,774,,,
10966,20220205,S08000025,NHS Orkney,20,2233,2,1772,15,320,3,141,0,"",12,"",53.57142857142858,"",32,30,,:,,:,1,1,20,2230,0,3,0,0.13434841021047916,593,19,4,570,,,
10967,20220205,S08000024,NHS Lothian,1111,219218,388,195116,533,16388,190,7714,1,"",1505,"",164.93331433769137,"",1557,975,,:,,:,33,549,1021,211744,90,7474,8.1008100810081,3.409391564561304,22141,849,1744,19548,85,,
10968,20220205,S08000032,NHS Lanarkshire,584,193707,230,178124,284,10514,70,5069,2,"",1716,"",259.2301649646504,"",772,453,,:,,:,18,301,531,185406,53,8301,9.075342465753424,4.285338165373476,10438,560,928,8950,108,,
10969,20220205,S08000022,NHS Highland,282,52467,95,45990,144,4391,43,2086,1,"",275,"",85.7071620021193,"",381,236,,:,,:,6,139,275,51256,7,1211,2.482269503546099,2.3081174833704994,6023,217,380,5426,30,,
10970,20220205,S08000031,NHS Greater Glasgow and Clyde,910,327994,341,302533,407,17023,162,8438,3,"",2928,"",247.03857446593094,"",1219,721,,:,,:,46,452,812,313192,98,14802,10.76923076923077,4.512887430867638,20204,1091,1541,17572,284,9,
10971,20220205,S08000020,NHS Grampian,692,114263,208,95123,373,13583,111,5557,1,"",636,"",108.6158312697464,"",1025,700,,:,,:,30,295,640,111382,52,2881,7.514450867052023,2.5213761235045467,13778,393,850,12535,84,,
10972,20220205,S08000019,NHS Forth Valley,295,76247,100,67925,147,5558,48,2764,1,"",631,"",206.25633314810577,"",421,264,,:,,:,9,148,263,73660,32,2587,10.847457627118644,3.392920377195168,6236,255,424,5557,104,,
10973,20220205,S08000029,NHS Fife,410,88000,139,76311,208,8131,63,3558,4,"",600,"",160.3720631865929,"",576,360,,:,,:,11,205,385,84954,25,3046,6.097560975609756,3.4613636363636364,7286,275,601,6410,73,,
10974,20220205,S08000017,NHS Dumfries and Galloway,130,29608,34,25596,68,2790,28,1222,0,"",211,"",142.2887585137231,"",177,121,,:,,:,6,50,125,28839,5,769,3.8461538461538463,2.59727100783572,2433,171,174,2088,27,,
10975,20220205,S08000016,NHS Borders,103,20320,23,17898,66,1813,14,609,0,"",163,"",141.44394307532107,"",144,98,,:,,:,3,43,99,19824,4,496,3.883495145631068,2.440944881889764,2131,79,102,1950,35,,
10976,20220205,S08000015,NHS Ayrshire and Arran,244,91595,77,82105,134,6524,33,2966,1,"",1015,"",275.8227125737112,"",347,228,,:,,:,13,106,220,88103,24,3492,9.836065573770492,3.8124351765926088,6450,362,337,5751,83,,
10977,20220205,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
10978,20220206,S92000003,Scotland,6064,1319709,1843,1175755,3160,98952,1061,45002,10,"",10586,"",193.66995975118917,"",8355,5563,35,"",1,"",243,2549,5586,1270810,478,48899,7.882585751978892,3.7052865442305842,115121,5805,7276,102040,958,23,13
10979,20220206,S08000028,NHS Western Isles,7,2765,2,2416,2,153,3,196,0,"",25,"",94.33962264150944,"",15,7,,:,,:,7,1,7,2721,0,44,0,1.5913200723327305,550,61,5,484,,,
10980,20220206,S08000030,NHS Tayside,501,93305,148,81551,268,8126,85,3628,0,"",846,"",203.09686712279435,"",676,450,,:,,:,10,216,468,89982,33,3323,6.586826347305389,3.561438293767751,8746,389,512,7845,44,,
10981,20220206,S08000026,NHS Shetland,53,2484,2,1604,47,795,4,85,0,"",13,"",56.84302579798864,"",70,62,,:,,:,3,5,52,2458,1,26,1.8867924528301887,1.0466988727858293,984,58,16,910,,,
10982,20220206,S08000025,NHS Orkney,28,2261,4,1776,20,340,4,145,0,"",12,"",53.57142857142858,"",37,29,,:,,:,4,4,28,2258,0,3,0,0.13268465280849182,773,38,6,729,,,
10983,20220206,S08000024,NHS Lothian,1320,220538,411,195527,678,17066,231,7945,1,"",1506,"",165.0429045797762,"",1842,1215,,:,,:,45,582,1197,212941,123,7597,9.318181818181818,3.4447578195140975,21533,899,1694,18940,74,,
10984,20220206,S08000032,NHS Lanarkshire,650,194357,243,178367,282,10796,125,5194,0,"",1716,"",259.2301649646504,"",850,504,,:,,:,23,323,588,185994,62,8363,9.538461538461538,4.302906507097763,11537,625,956,9956,112,,
10985,20220206,S08000022,NHS Highland,275,52742,75,46065,161,4552,39,2125,0,"",275,"",85.7071620021193,"",365,259,,:,,:,11,95,262,51518,13,1224,4.7272727272727275,2.32073110613932,6693,349,304,6040,29,,
10986,20220206,S08000031,NHS Greater Glasgow and Clyde,1143,329137,411,302944,538,17561,194,8632,6,"",2934,"",247.5448010529513,"",1514,901,,:,,:,61,552,1033,314225,110,14912,9.623797025371829,4.530636178855613,20172,1349,1578,17245,292,8,
10987,20220206,S08000020,NHS Grampian,712,114975,166,95289,417,14000,129,5686,0,"",636,"",108.6158312697464,"",1049,785,,:,,:,22,242,668,112050,44,2925,6.179775280898877,2.544031311154599,16534,721,690,15123,87,,
10988,20220206,S08000019,NHS Forth Valley,353,76600,129,68054,158,5716,66,2830,0,"",631,"",206.25633314810577,"",469,292,,:,,:,9,168,322,73982,31,2618,8.78186968838527,3.4177545691906004,6619,371,398,5850,97,,
10989,20220206,S08000029,NHS Fife,449,88449,114,76425,259,8390,76,3634,2,"",602,"",160.9066367305482,"",647,457,,:,,:,21,169,429,85383,20,3066,4.4543429844097995,3.4664043686192043,7706,286,534,6886,81,,
